date,気象観測地ID,日照時間,日照時間（平年）,全天日射量,全天日射量（平年）,平均風速,最大風速,最大風速風向,最大瞬間風速,最大瞬間風速（風向）,最多風向,平均雲量,平均雲量（平年）,天気（日中）,天気（夜）,平均現地気圧,降雪量,降雪量（平年）,最深積雪,最深積雪（平年）
2015-01-19,w000031,3.8,4.3,,,3.9,7.7,西南西,11.4,北西,北西,,,,,1019.1,,,,
2015-01-20,w000031,8.8,4.3,,,2.3,3.7,西北西,5.6,北西,北東,,,,,1025.0,,,,
2015-01-21,w000031,1.7,4.3,,,1.8,3.4,西北西,4.6,西,北東,,,,,1022.7,,,,
2015-01-22,w000031,1.1,4.4,,,2.2,6.5,北西,11.7,北西,北北西,,,,,1010.8,,,,
2015-01-23,w000031,1.3,4.4,,,3.0,5.4,北北西,10.8,北西,北西,,,,,1018.7,,,,
2015-01-24,w000031,7.0,4.5,,,2.3,4.4,南西,6.7,南西,北東,,,,,1024.9,,,,
2015-01-25,w000031,5.7,4.5,,,1.8,3.7,西,4.8,西,東北東,,,,,1026.9,,,,
2015-01-26,w000031,0.0,4.6,,,1.2,2.7,東,4.1,西北西,東北東,,,,,1018.9,,,,
2015-01-27,w000031,5.4,4.7,,,2.6,5.8,北,9.2,西北西,北,,,,,1015.9,,,,
2015-01-28,w000031,0.8,4.7,,,2.9,5.9,東北東,8.6,東北東,北北東,,,,,1022.8,,,,
2015-01-29,w000031,0.1,4.8,,,2.7,5.4,東南東,8.2,東南東,北東,,,,,1026.3,,,,
2015-01-30,w000031,2.2,4.8,,,1.7,5.2,北北西,8.3,北,西,,,,,1018.6,,,,
2015-01-31,w000031,4.1,4.9,,,2.2,6.3,北北東,9.7,北,北,,,,,1024.3,,,,
2015-02-01,w000031,4.7,4.9,,,2.4,5.5,北西,8.8,北西,北東,,,,,1029.5,,,,
2015-02-02,w000031,3.3,5.0,,,2.0,4.6,北東,6.6,北東,北東,,,,,1028.7,,,,
2015-02-03,w000031,2.9,5.0,,,2.1,5.5,西北西,7.8,西北西,北東,,,,,1026.8,,,,
2015-02-04,w000031,1.2,5.1,,,1.7,4.0,南東,5.2,南南東,北北東,,,,,1020.3,,,,
2015-02-05,w000031,3.6,5.1,,,3.6,8.4,西南西,11.6,西,北北西,,,,,1015.9,,,,
2015-02-06,w000031,8.3,5.1,,,2.7,5.3,南西,7.3,北北西,北東,,,,,1023.1,,,,
2015-02-07,w000031,3.7,5.2,,,1.7,3.6,西南西,5.1,南西,北東,,,,,1021.0,,,,
2015-02-08,w000031,1.7,5.2,,,5.8,11.4,西,17.1,西南西,北西,,,,,1016.8,,,,
2015-02-09,w000031,4.9,5.2,,,5.4,9.4,西南西,13.3,西南西,西北西,,,,,1021.5,,,,
2015-02-10,w000031,5.8,5.2,,,5.7,9.0,西南西,11.6,西南西,西南西,,,,,1018.0,,,,
2015-02-11,w000031,2.2,5.2,,,5.2,7.8,南西,10.2,西南西,南西,,,,,1013.7,,,,
2015-02-12,w000031,7.6,5.2,,,6.1,10.8,南西,15.3,西北西,南西,,,,,1008.8,,,,
2015-02-13,w000031,8.4,5.2,,,4.1,8.7,北西,13.6,北西,北西,,,,,1014.6,,,,
2015-02-14,w000031,9.9,5.2,,,2.3,6.7,西南西,7.9,西南西,東北東,,,,,1020.3,,,,
2015-02-15,w000031,5.3,5.1,,,1.9,5.4,南西,6.6,南西,北東,,,,,1020.9,,,,
2015-02-16,w000031,0.1,5.1,,,1.8,4.9,北東,6.1,北東,北東,,,,,1015.3,,,,
2015-02-17,w000031,2.8,5.1,,,2.8,6.8,西北西,10.6,西北西,西北西,,,,,1011.1,,,,
2015-02-18,w000031,6.4,5.1,,,2.8,6.2,西北西,9.7,北北西,北北西,,,,,1015.3,,,,
2015-02-19,w000031,6.2,5.0,,,2.9,7.4,北北西,11.1,北,北,,,,,1021.2,,,,
2015-02-20,w000031,9.9,5.0,,,2.5,5.6,北北東,8.7,北東,北東,,,,,1025.9,,,,
2015-02-21,w000031,4.4,5.0,,,1.8,3.7,西南西,5.2,北東,北東,,,,,1024.4,,,,
2015-02-22,w000031,0.0,5.0,,,1.1,4.3,北北東,5.5,北北東,北北東,,,,,1016.8,,,,
2015-02-23,w000031,3.6,5.0,,,2.0,4.1,南西,5.1,南西,北東,,,,,1015.8,,,,
2015-02-24,w000031,5.6,5.0,,,2.0,4.4,南西,5.3,南西,西南西,,,,,1015.7,,,,
2015-02-25,w000031,1.2,5.1,,,1.8,3.7,西南西,4.4,西,北北東,,,,,1018.8,,,,
2015-02-26,w000031,0.0,5.1,,,1.9,9.5,西南西,12.2,西南西,西南西,,,,,1015.4,,,,
2015-02-27,w000031,10.3,5.1,,,4.4,9.2,西南西,12.0,北北西,北西,,,,,1020.8,,,,
2015-02-28,w000031,8.2,5.2,,,2.9,6.6,東,9.5,南南東,東南東,,,,,1025.2,,,,
2015-03-01,w000031,0.4,5.2,,,2.1,4.2,西北西,7.2,北,北東,,,,,1014.3,,,,
2015-03-02,w000031,9.9,5.3,,,2.9,6.3,南西,7.4,南西,東北東,,,,,1018.0,,,,
2015-03-03,w000031,0.0,5.3,,,1.6,4.1,北西,6.5,北西,東北東,,,,,1013.4,,,,
2015-03-04,w000031,9.0,5.4,,,4.7,11.7,南西,15.2,南西,北東,,,,,1014.0,,,,
2015-03-05,w000031,6.0,5.4,,,2.9,6.1,北,9.5,北,北東,,,,,1022.2,,,,
2015-03-06,w000031,3.4,5.4,,,2.7,5.5,東南東,7.5,北東,北東,,,,,1022.4,,,,
2015-03-07,w000031,0.0,5.5,,,1.2,3.1,西南西,4.4,北北東,東北東,,,,,1020.3,,,,
2015-03-08,w000031,8.3,5.5,,,2.4,7.2,南東,9.3,南東,東南東,,,,,1020.9,,,,
2015-03-09,w000031,1.6,5.5,,,1.8,3.8,北北東,6.4,北北西,北東,,,,,1013.5,,,,
2015-03-10,w000031,6.1,5.5,,,5.7,9.6,西北西,14.9,西,西北西,,,,,1016.2,,,,
2015-03-11,w000031,8.4,5.5,,,6.1,10.8,南西,13.8,南西,西南西,,,,,1018.8,,,,
2015-03-12,w000031,9.8,5.5,,,5.4,10.4,西南西,12.9,西南西,西南西,,,,,1018.3,,,,
2015-03-13,w000031,10.3,5.5,,,3.4,9.0,南西,11.4,南西,南西,,,,,1020.3,,,,
2015-03-14,w000031,9.1,5.5,,,2.4,7.0,南西,8.5,北西,南西,,,,,1021.4,,,,
2015-03-15,w000031,0.2,5.5,,,1.9,3.9,北北東,5.2,南,北東,,,,,1022.5,,,,
2015-03-16,w000031,5.0,5.5,,,1.6,3.5,西南西,4.8,西南西,北東,,,,,1020.5,,,,
2015-03-17,w000031,8.2,5.5,,,1.7,4.5,南南西,6.0,南西,西,,,,,1018.6,,,,
2015-03-18,w000031,0.0,5.6,,,1.9,7.1,北東,10.1,東北東,西,,,,,1013.8,,,,
2015-03-19,w000031,2.5,5.6,,,2.2,5.3,西南西,8.7,北西,北東,,,,,1008.7,,,,
2015-03-20,w000031,6.8,5.6,,,1.6,4.9,南西,6.0,南西,東北東,,,,,1014.6,,,,
2015-03-21,w000031,8.4,5.6,,,2.0,4.5,南西,5.4,南西,西南西,,,,,1014.8,,,,
2015-03-22,w000031,10.0,5.6,,,2.5,7.2,南西,10.2,西北西,北東,,,,,1015.4,,,,
2015-03-23,w000031,8.7,5.6,,,3.2,7.4,北西,11.5,北西,北北西,,,,,1020.1,,,,
2015-03-24,w000031,8.4,5.6,,,3.3,8.1,北北東,12.8,北西,北北西,,,,,1027.5,,,,
2015-03-25,w000031,10.5,5.6,,,2.6,6.6,北西,10.2,北北西,北東,,,,,1033.0,,,,
2015-03-26,w000031,11.6,5.6,,,2.2,4.7,南西,6.4,南西,北東,,,,,1032.6,,,,
2015-03-27,w000031,9.8,5.6,,,2.7,8.0,南西,8.8,南西,西南西,,,,,1026.6,,,,
2015-03-28,w000031,11.2,5.7,,,2.8,7.6,南西,8.9,南西,南西,,,,,1019.3,,,,
2015-03-29,w000031,8.3,5.7,,,1.8,3.7,西南西,5.5,北北西,西南西,,,,,1015.2,,,,
2015-03-30,w000031,10.6,5.8,,,2.3,4.9,南西,5.8,南西,北東,,,,,1019.3,,,,
2015-03-31,w000031,1.6,5.9,,,2.1,6.2,南西,7.5,南西,西南西,,,,,1018.3,,,,
2015-04-01,w000031,0.2,5.9,,,2.4,6.4,南西,8.6,北北東,西南西,,,,,1013.1,,,,
2015-04-02,w000031,4.9,6.0,,,2.0,4.7,南西,5.4,西北西,西南西,,,,,1014.0,,,,
2015-04-03,w000031,0.0,6.1,,,2.7,8.5,南南西,13.3,南南西,西南西,,,,,1007.6,,,,
2015-04-04,w000031,1.6,6.1,,,1.9,4.2,北東,5.4,北東,西,,,,,1013.2,,,,
2015-04-05,w000031,0.1,6.2,,,2.7,7.3,南西,8.3,南西,西南西,,,,,1011.9,,,,
2015-04-06,w000031,0.0,6.2,,,1.8,4.6,北西,6.2,西北西,北西,,,,,1012.6,,,,
2015-04-07,w000031,0.0,6.2,,,4.2,7.2,北東,11.4,北東,北北東,,,,,1018.6,,,,
2015-04-08,w000031,6.7,6.2,,,4.1,8.7,東,11.9,北東,北東,,,,,1022.8,,,,
2015-04-09,w000031,2.5,6.2,,,2.1,4.3,北北東,6.1,北,北北東,,,,,1023.5,,,,
2015-04-10,w000031,0.0,6.2,,,2.0,5.3,北北東,10.2,北北東,北北東,,,,,1019.5,,,,
2015-04-11,w000031,5.1,6.2,,,2.8,6.2,南東,8.8,南東,北北東,,,,,1022.5,,,,
2015-04-12,w000031,5.8,6.3,,,2.4,4.6,東,7.8,東,西南西,,,,,1024.1,,,,
2015-04-13,w000031,0.0,6.3,,,4.1,8.5,東,13.6,東,東,,,,,1012.8,,,,
2015-04-14,w000031,2.4,6.3,,,3.0,8.8,南西,10.5,南西,南西,,,,,1007.3,,,,
2015-04-15,w000031,7.5,6.3,,,6.4,12.7,南西,15.8,南西,南西,,,,,1008.2,,,,
2015-04-16,w000031,2.3,6.3,,,3.2,7.0,南南西,10.1,南南西,西南西,,,,,1012.6,,,,
2015-04-17,w000031,11.5,6.3,,,3.9,9.6,北西,15.8,北西,南西,,,,,1015.4,,,,
2015-04-18,w000031,8.5,6.3,,,2.0,5.9,西南西,7.4,西南西,西南西,,,,,1018.0,,,,
2015-04-19,w000031,0.1,6.3,,,1.6,3.4,西南西,4.9,北東,西南西,,,,,1013.0,,,,
2015-04-20,w000031,0.0,6.3,,,1.7,5.3,北西,7.9,北北西,北北西,,,,,1002.7,,,,
2015-04-21,w000031,10.4,6.4,,,2.4,6.4,北北東,9.4,北東,北北東,,,,,1012.8,,,,
2015-04-22,w000031,11.3,6.4,,,2.2,4.8,南西,5.6,西南西,西南西,,,,,1016.6,,,,
2015-04-23,w000031,9.9,6.4,,,2.2,5.7,南西,6.7,南西,北東,,,,,1020.7,,,,
2015-04-24,w000031,9.7,6.5,,,2.7,7.3,南西,8.2,南西,北北東,,,,,1018.9,,,,
2015-04-25,w000031,11.7,6.5,,,2.2,5.2,南西,6.3,南西,北東,,,,,1017.8,,,,
2015-04-26,w000031,12.4,6.5,,,2.0,4.5,南,6.1,南南西,北東,,,,,1019.3,,,,
2015-04-27,w000031,12.4,6.5,,,2.2,4.6,西南西,6.9,西南西,西南西,,,,,1018.2,,,,
2015-04-28,w000031,5.1,6.5,,,2.0,4.4,南南東,6.2,南南東,西,,,,,1016.3,,,,
2015-04-29,w000031,6.4,6.5,,,2.1,5.9,東,7.6,東,南東,,,,,1013.4,,,,
2015-04-30,w000031,1.7,6.5,,,1.7,5.1,南西,5.5,南西,西南西,,,,,1013.4,,,,
2015-05-01,w000031,12.5,6.5,,,2.3,6.0,南南西,7.1,南南西,北東,,,,,1013.8,,,,
2015-05-02,w000031,12.2,6.4,,,2.4,7.1,南西,8.2,南西,西南西,,,,,1014.4,,,,
2015-05-03,w000031,0.0,6.4,,,1.5,3.1,西北西,4.0,西北西,西南西,,,,,1010.6,,,,
2015-05-04,w000031,4.3,6.4,,,2.2,5.7,北北東,7.5,北北東,北北東,,,,,1005.5,,,,
2015-05-05,w000031,12.5,6.4,,,2.5,5.9,西南西,6.7,南南西,西南西,,,,,1009.5,,,,
2015-05-06,w000031,7.5,6.5,,,2.1,6.1,南西,7.0,南西,西南西,,,,,1011.6,,,,
2015-05-07,w000031,3.9,6.5,,,2.3,5.5,北,9.6,北北東,西南西,,,,,1012.3,,,,
2015-05-08,w000031,11.9,6.5,,,2.3,5.3,南西,7.2,南,西南西,,,,,1012.6,,,,
2015-05-09,w000031,4.6,6.5,,,1.9,4.5,西南西,6.0,西,西北西,,,,,1011.5,,,,
2015-05-10,w000031,12.6,6.5,,,2.2,5.2,南西,6.8,南南西,西南西,,,,,1016.3,,,,
2015-05-11,w000031,7.7,6.5,,,2.3,4.4,西南西,6.6,南南西,西南西,,,,,1018.2,,,,
2015-05-12,w000031,0.5,6.6,,,2.5,10.9,北西,17.1,北西,西南西,,,,,1006.5,,,,
2015-05-13,w000031,12.5,6.6,,,4.7,9.6,南西,11.9,南西,南西,,,,,1010.7,,,,
2015-05-14,w000031,2.7,6.6,,,1.6,3.6,北北東,4.5,東北東,西南西,,,,,1013.2,,,,
2015-05-15,w000031,7.1,6.6,,,2.1,5.5,南西,6.9,南西,西南西,,,,,1009.5,,,,
2015-05-16,w000031,1.3,6.6,,,1.9,4.0,南西,4.9,北東,西南西,,,,,1006.5,,,,
2015-05-17,w000031,10.2,6.6,,,2.0,5.1,南東,6.5,南東,西南西,,,,,1011.0,,,,
2015-05-18,w000031,0.0,6.7,,,1.5,4.0,西南西,5.0,西南西,西,,,,,1006.9,,,,
2015-05-19,w000031,10.1,6.7,,,2.0,5.7,南西,6.4,南西,西南西,,,,,1004.4,,,,
2015-05-20,w000031,9.9,6.8,,,2.7,10.8,北北西,15.2,北北西,北北西,,,,,1004.5,,,,
2015-05-21,w000031,13.2,6.8,,,2.8,7.3,南西,8.4,南西,北東,,,,,1012.3,,,,
2015-05-22,w000031,10.2,6.8,,,1.8,4.2,北北東,5.2,北東,西南西,,,,,1014.4,,,,
2015-05-23,w000031,0.0,6.9,,,1.5,7.2,南南西,10.1,南,西,,,,,1012.3,,,,
2015-05-24,w000031,10.3,6.9,,,2.2,5.7,西南西,6.5,西南西,西南西,,,,,1008.1,,,,
2015-05-25,w000031,11.7,6.9,,,2.1,5.6,南南西,7.0,南西,西南西,,,,,1008.0,,,,
2015-05-26,w000031,13.2,6.9,,,2.1,5.7,西南西,6.6,西南西,西南西,,,,,1009.7,,,,
2015-05-27,w000031,12.8,6.9,,,2.1,5.4,南西,5.9,南西,北東,,,,,1010.0,,,,
2015-05-28,w000031,0.7,6.9,,,1.6,3.9,西南西,4.5,東北東,北東,,,,,1009.7,,,,
2015-05-29,w000031,12.5,6.9,,,2.3,5.5,南東,7.9,東南東,西南西,,,,,1006.8,,,,
2015-05-30,w000031,1.5,6.9,,,1.6,6.1,南西,6.8,南西,西南西,,,,,1004.0,,,,
2015-05-31,w000031,9.1,6.9,,,2.5,6.0,南東,8.8,東,南東,,,,,1005.0,,,,
2014-06-01,w000032,9.0,6.3,22.12,18.6,1.9,4.8,南西,7.8,西,南西,9.5,6.9,薄曇,曇,1009.0,0.0,0.0,0.0,0.0
2014-06-02,w000032,0.0,6.2,3.47,18.5,2.0,5.9,東南東,13.6,東南東,東,10.0,6.9,雨時々曇,曇一時雨,1004.3,0.0,0.0,0.0,0.0
2014-06-03,w000032,0.8,6.2,9.26,18.4,2.1,5.9,東南東,13.9,南東,東南東,10.0,6.9,曇時々雨,曇後時々雨,1000.2,0.0,0.0,0.0,0.0
2014-06-04,w000032,2.4,6.1,13.16,18.3,1.7,3.5,北北東,11.2,南東,北北東,7.0,7.0,曇時々雨一時晴,曇一時晴,996.1,0.0,0.0,0.0,0.0
2014-06-05,w000032,2.3,6.0,17.47,18.1,2.2,5.1,西,7.9,西北西,北,10.0,7.0,曇一時晴,曇時々雨,996.7,0.0,0.0,0.0,0.0
2014-06-06,w000032,3.0,5.9,14.77,17.9,2.9,5.1,北,9.2,北北東,北,8.3,7.1,曇一時雨後時々晴,晴一時曇,999.1,0.0,0.0,0.0,0.0
2014-06-07,w000032,6.7,5.8,21.16,17.7,2.6,4.6,南西,7.5,西,北,7.8,7.2,晴時々曇,晴時々曇,999.7,0.0,0.0,0.0,0.0
2014-06-08,w000032,4.2,5.7,18.12,17.4,2.2,4.5,南西,6.3,西南西,北北東,8.8,7.3,曇後一時晴,曇一時晴,1001.7,0.0,0.0,0.0,0.0
2014-06-09,w000032,7.6,5.5,21.21,17.1,2.0,5.3,南西,7.2,南西,南西,7.8,7.4,曇時々晴,曇一時雨,1004.6,0.0,0.0,0.0,0.0
2014-06-10,w000032,0.7,5.3,7.19,16.8,1.4,4.6,西北西,8.1,東南東,北,10.0,7.5,曇後雨,曇一時雨,1004.1,0.0,0.0,0.0,0.0
2014-06-11,w000032,9.1,5.2,23.5,16.5,3.2,6.0,北,10.2,北,北,6.5,7.6,晴時々曇,曇時々晴,999.3,0.0,0.0,0.0,0.0
2014-06-12,w000032,7.4,5.0,21.27,16.2,3.4,6.4,北,9.9,北,北北東,6.8,7.8,晴時々曇,晴後一時曇,997.2,0.0,0.0,0.0,0.0
2014-06-13,w000032,7.1,4.9,23.06,16.0,2.4,5.2,西北西,8.7,西北西,西南西,6.8,7.9,晴一時曇,曇一時晴,1002.3,0.0,0.0,0.0,0.0
2014-06-14,w000032,2.3,4.7,15.79,15.7,2.7,4.5,南西,7.4,南西,西南西,10.0,8.0,曇,曇,1005.4,0.0,0.0,0.0,0.0
2014-06-15,w000032,0.9,4.6,12.01,15.5,2.4,5.1,南西,7.2,西南西,南西,10.0,8.0,曇,曇,1004.5,0.0,0.0,0.0,0.0
2014-06-16,w000032,1.7,4.4,12.62,15.3,1.8,3.7,南西,5.4,南西,南南西,10.0,8.1,曇時々雨,雨時々曇,1003.3,0.0,0.0,0.0,0.0
2014-06-17,w000032,0.0,4.3,2.8,15.0,1.6,3.8,北北東,7.9,北北東,北北東,10.0,8.2,大雨,雨,1000.6,0.0,0.0,0.0,0.0
2014-06-18,w000032,0.0,4.2,7.38,14.8,1.7,3.8,北,6.0,北,北北東,10.0,8.3,雨後一時曇,曇後一時雨,997.0,0.0,0.0,0.0,0.0
2014-06-19,w000032,4.5,4.0,16.48,14.6,1.5,4.2,南西,6.5,南西,北北東,10.0,8.4,曇時々雨後一時晴,曇一時晴,1002.0,0.0,0.0,0.0,0.0
2014-06-20,w000032,2.2,3.9,13.04,14.3,1.3,3.2,南西,6.6,南,東,10.0,8.4,曇,雨,1004.2,0.0,0.0,0.0,0.0
2014-06-21,w000032,0.0,3.7,5.14,14.1,1.7,3.6,北,6.5,北東,北北東,10.0,8.5,雨一時曇,大雨,1000.6,0.0,0.0,0.0,0.0
2014-06-22,w000032,0.0,3.6,6.67,13.8,2.3,4.7,北,9.1,北,北,10.0,8.6,雨後時々曇,曇,1000.5,0.0,0.0,0.0,0.0
2014-06-23,w000032,2.4,3.5,12.56,13.6,2.0,3.6,南西,5.7,北北東,南西,9.3,8.6,曇,曇一時晴,1002.4,0.0,0.0,0.0,0.0
2014-06-24,w000032,5.4,3.4,19.91,13.3,2.2,4.5,南西,7.5,南南西,南西,9.8,8.7,曇後時々晴,晴時々曇,1003.9,0.0,0.0,0.0,0.0
2014-06-25,w000032,2.2,3.3,13.48,13.1,1.6,3.8,南西,5.9,南西,南西,9.5,8.7,曇,曇後時々雨,1005.0,0.0,0.0,0.0,0.0
2014-06-26,w000032,0.0,3.2,5.84,13.0,1.0,2.6,北北東,6.3,北北東,北東,10.0,8.7,雨一時曇,雨一時曇,1003.9,0.0,0.0,0.0,0.0
2014-06-27,w000032,0.0,3.2,4.48,13.0,1.4,2.9,北北東,5.8,北北東,北北東,10.0,8.7,雨,曇時々霧雨,999.6,0.0,0.0,0.0,0.0
2014-06-28,w000032,6.8,3.2,21.02,13.0,2.7,7.0,西,10.1,西,南西,8.5,8.7,晴時々曇,曇一時晴,999.9,0.0,0.0,0.0,0.0
2014-06-29,w000032,9.7,3.3,24.93,13.1,2.5,4.6,南西,6.5,南西,南西,9.0,8.7,晴一時曇,曇,1003.4,0.0,0.0,0.0,0.0
2014-06-30,w000032,2.9,3.3,12.24,13.2,2.0,4.9,南西,8.1,南西,南西,10.0,8.7,曇一時雨,曇,1006.1,0.0,0.0,0.0,0.0
2014-07-01,w000032,8.2,3.5,22.52,13.4,1.9,4.5,南西,6.4,南南西,南西,10.0,8.6,薄曇後一時晴,曇一時雨,1007.3,0.0,0.0,0.0,0.0
2014-07-02,w000032,0.0,3.6,5.75,13.7,1.3,4.0,南西,8.0,東,東南東,10.0,8.5,雨一時曇,大雨、雷を伴う,1004.8,0.0,0.0,0.0,0.0
2014-07-03,w000032,0.0,3.8,1.67,14.1,3.8,10.7,西,18.3,南南西,南西,10.0,8.4,大雨一時曇、雷を伴う,曇時々雨,998.0,0.0,0.0,0.0,0.0
2014-07-04,w000032,0.8,4.0,10.2,14.4,2.3,4.9,南西,7.9,西南西,南西,10.0,8.4,曇一時雨,雨時々曇,1001.9,0.0,0.0,0.0,0.0
2014-07-05,w000032,0.3,4.2,10.11,14.8,1.8,3.3,南西,5.5,北北東,北,10.0,8.3,曇時々雨,曇後雨,1005.5,0.0,0.0,0.0,0.0
2014-07-06,w000032,0.0,4.3,2.27,15.2,1.4,6.3,北西,14.1,西北西,北北東,10.0,8.2,大雨、雷を伴う,大雨時々曇、雷を伴う,1003.3,0.0,0.0,0.0,0.0
2014-07-07,w000032,1.6,4.5,11.56,15.5,1.4,4.5,南,9.2,南,南南西,9.8,8.1,曇時々雨,曇一時雨、雷を伴う,1002.5,0.0,0.0,0.0,0.0
2014-07-08,w000032,6.4,4.6,21.03,15.8,1.6,3.8,南東,8.5,東,東南東,10.0,8.0,曇,曇後雨,1003.2,0.0,0.0,0.0,0.0
2014-07-09,w000032,0.0,4.8,5.62,16.1,2.8,7.3,南南東,17.0,南東,南東,10.0,8.0,雨時々曇,大雨,994.1,0.0,0.0,0.0,0.0
2014-07-10,w000032,2.3,4.9,10.55,16.4,4.4,9.8,西,17.3,西南西,西,10.0,7.9,雨後曇一時晴,曇,989.1,0.0,0.0,0.0,0.0
2014-07-11,w000032,4.0,5.0,18.77,16.6,2.9,5.7,南西,8.8,南西,南西,7.8,7.8,曇一時晴,曇一時晴,999.5,0.0,0.0,0.0,0.0
2014-07-12,w000032,1.2,5.2,9.31,16.9,1.8,5.7,南南西,9.9,南西,南南西,10.0,7.7,曇後一時雨,雨時々曇,1002.2,0.0,0.0,0.0,0.0
2014-07-13,w000032,0.0,5.3,5.6,17.1,4.3,8.8,南西,19.3,西,南西,10.0,7.7,曇一時雨,曇一時雨,1001.0,0.0,0.0,0.0,0.0
2014-07-14,w000032,0.4,5.4,7.23,17.2,2.1,4.2,西,7.1,西南西,南西,9.8,7.6,雨時々曇,曇時々雨,1005.5,0.0,0.0,0.0,0.0
2014-07-15,w000032,0.0,5.5,5.49,17.5,2.1,4.7,南南西,10.5,南南東,南南西,10.0,7.5,曇時々雨,曇,1008.5,0.0,0.0,0.0,0.0
2014-07-16,w000032,0.8,5.7,12.05,17.7,3.1,6.6,南西,12.0,西南西,南西,10.0,7.4,曇一時雨,曇時々晴一時雨,1009.2,0.0,0.0,0.0,0.0
2014-07-17,w000032,4.4,5.8,18.56,17.9,1.6,3.9,西,6.0,西南西,南西,9.3,7.3,曇,曇一時晴,1009.8,0.0,0.0,0.0,0.0
2014-07-18,w000032,7.0,6.0,20.14,18.1,1.8,4.3,南西,6.0,南西,南西,10.0,7.2,曇,曇後一時雨,1010.1,0.0,0.0,0.0,0.0
2014-07-19,w000032,7.9,6.2,23.03,18.4,2.0,4.7,南西,6.8,南南西,南西,8.0,7.1,曇一時雨後晴,晴一時曇,1009.2,0.0,0.0,0.0,0.0
2014-07-20,w000032,7.7,6.4,22.31,18.6,2.3,4.9,西南西,8.0,南西,南西,5.3,7.0,晴一時曇,晴時々曇,1007.1,0.0,0.0,0.0,0.0
2014-07-21,w000032,9.5,6.5,23.03,18.9,1.9,4.2,西,7.2,西,西南西,5.0,6.8,晴一時曇,晴,1006.0,0.0,0.0,0.0,0.0
2014-07-22,w000032,11.7,6.7,25.27,19.1,1.7,4.3,西,6.7,西北西,南西,6.0,6.7,薄曇時々晴,薄曇時々晴,1005.9,0.0,0.0,0.0,0.0
2014-07-23,w000032,5.0,6.9,17.25,19.3,2.3,5.2,南西,8.2,南,南西,8.8,6.6,曇一時雨,曇,1004.6,0.0,0.0,0.0,0.0
2014-07-24,w000032,8.9,7.0,25.39,19.5,3.3,5.7,南西,9.3,南西,南西,7.5,6.6,晴一時曇,曇時々晴一時雨,1004.9,0.0,0.0,0.0,0.0
2014-07-25,w000032,5.1,7.1,16.23,19.7,2.1,5.0,南西,9.2,南西,南西,6.3,6.5,晴時々雨一時曇,曇時々晴一時雨,1007.3,0.0,0.0,0.0,0.0
2014-07-26,w000032,3.1,7.2,16.0,19.9,3.6,5.9,南西,9.8,南西,南西,7.5,6.4,曇一時晴,曇一時晴,1008.6,0.0,0.0,0.0,0.0
2014-07-27,w000032,6.7,7.3,20.31,20.0,3.1,4.6,南西,8.0,西南西,南西,8.0,6.3,曇後晴,曇一時晴,1006.3,0.0,0.0,0.0,0.0
2014-07-28,w000032,11.5,7.4,24.79,20.1,1.9,4.6,西,7.0,西,北北東,9.3,6.3,薄曇時々晴,晴,1004.4,0.0,0.0,0.0,0.0
2014-07-29,w000032,12.1,7.4,26.47,20.1,1.7,4.8,西,6.9,西北西,南西,3.0,6.2,晴,晴,1006.0,0.0,0.0,0.0,0.0
2014-07-30,w000032,11.8,7.5,26.13,20.2,1.6,4.3,南西,6.6,東南東,東,3.0,6.2,晴,晴一時曇,1006.4,0.0,0.0,0.0,0.0
2014-07-31,w000032,1.3,7.5,10.58,20.2,1.4,4.1,東南東,8.4,南東,北東,9.0,6.1,雨時々曇,曇時々雨,1004.8,0.0,0.0,0.0,0.0
2014-08-01,w000032,2.1,7.5,13.11,20.1,1.9,4.2,南東,11.4,南,北北東,9.8,6.1,曇時々大雨,雨時々曇,999.1,0.0,0.0,0.0,0.0
2014-08-02,w000032,0.0,7.5,2.96,20.1,2.7,5.2,南南東,13.3,南東,東南東,10.0,6.0,雨後一時曇,雨時々曇,998.1,0.0,0.0,0.0,0.0
2014-08-03,w000032,0.0,7.5,5.69,20.0,4.5,7.4,南西,16.5,西南西,南西,9.8,6.0,大雨時々曇,曇時々雨,998.8,0.0,0.0,0.0,0.0
2014-08-04,w000032,0.1,7.5,4.85,19.9,4.2,8.1,南西,14.2,南西,南西,9.8,6.0,大雨時々曇,曇一時雨、雷を伴う,1001.1,0.0,0.0,0.0,0.0
2014-08-05,w000032,0.0,7.4,4.35,19.8,3.3,6.9,南西,12.5,西北西,南西,10.0,6.0,大雨後曇,曇一時雨,1003.1,0.0,0.0,0.0,0.0
2014-08-06,w000032,5.7,7.3,18.4,19.6,1.5,3.7,西,5.6,南西,西,9.3,6.1,曇時々晴一時雨,晴時々曇,1003.1,0.0,0.0,0.0,0.0
2014-08-07,w000032,9.6,7.2,22.39,19.4,1.8,4.2,南西,7.0,北東,北北東,6.8,6.1,晴時々曇,曇一時晴,1000.8,0.0,0.0,0.0,0.0
2014-08-08,w000032,1.1,7.1,12.83,19.2,3.3,5.6,北,11.6,北東,北北東,9.8,6.2,曇一時雨,曇一時晴,996.7,0.0,0.0,0.0,0.0
2014-08-09,w000032,3.5,7.0,14.78,19.0,5.3,8.2,北北東,16.2,北北東,北北東,8.8,6.3,曇,曇後時々雨,989.4,0.0,0.0,0.0,0.0
