date,局ID,日平均気温(毎正時の平均値),日最高気温(毎正時の最大値),日最低気温(毎正時の最小値),相対湿度(0時時点),相対湿度(6時時点),相対湿度(12時時点),相対湿度(18時時点),1時間降水量の日最大,降水量の積算値(0時-6時),降水量の積算値(6時-12時),降水量の積算値(12時-18時),降水量の積算値(18時-24時)
2014-11-21,00093479041,22.9,26.8,19.1,83.8,91.8,81.4,98.5,5.5,0.0,0.0,0.0,17.0
2014-11-22,00093479041,22.2,25.8,19.1,99.2,97.8,87.8,98.6,1.0,3.0,0.0,0.0,0.0
2014-11-23,00093479041,23.7,26.6,22.2,96.6,93.1,74.6,92.4,0.0,0.0,0.0,0.0,0.0
2014-11-24,00093479041,23.8,27.4,21.8,95.2,97.6,81.4,97.2,0.0,0.0,0.0,0.0,0.0
2014-11-25,00093479041,24.3,27.6,22.3,98.9,99.2,83.0,95.2,0.0,0.0,0.0,0.0,0.0
2014-11-26,00093479041,23.6,25.9,22.4,97.7,98.5,87.6,90.6,0.0,0.0,0.0,0.0,0.0
2014-11-27,00093479041,23.6,25.8,22.2,97.3,99.0,98.6,99.3,20.5,0.0,3.5,7.0,24.0
2014-11-28,00093479041,24.7,27.0,22.6,99.4,98.8,96.9,98.5,27.0,43.0,0.0,0.0,0.0
2014-11-29,00093479041,24.9,27.3,23.3,99.4,,97.6,98.7,0.0,0.0,0.0,0.0,0.0
2014-11-30,00093479041,25.1,27.2,24.2,98.8,99.0,94.9,98.0,0.0,0.0,0.0,0.0,0.0
2014-12-01,00093479041,21.2,24.3,18.1,98.9,99.3,89.2,97.9,4.0,4.0,2.0,0.0,0.0
2014-12-02,00093479041,17.5,19.0,14.9,73.4,88.4,85.0,75.2,0.5,0.5,0.0,0.0,0.0
2014-12-03,00093479041,21.0,23.9,17.9,78.6,82.8,71.4,79.3,0.0,0.0,0.0,0.0,0.0
2014-12-04,00093479041,19.0,23.4,16.6,90.4,99.0,96.0,93.2,13.5,0.0,27.5,0.0,0.0
2014-12-05,00093479041,16.9,18.7,16.3,71.6,80.1,65.8,72.3,0.0,0.0,0.0,0.0,0.0
2014-12-06,00093479041,17.4,19.7,15.8,66.4,66.1,57.4,70.6,0.0,0.0,0.0,0.0,0.0
2014-12-07,00093479041,19.4,22.5,16.2,67.1,66.6,67.9,72.4,0.0,0.0,0.0,0.0,0.0
2014-12-08,00093479041,20.6,22.5,19.0,88.1,81.5,69.0,80.3,0.0,0.0,0.0,0.0,0.0
2014-12-09,00093479041,20.9,22.8,18.9,98.3,96.5,80.7,79.8,0.5,1.0,0.5,0.5,0.0
2014-12-10,00093479041,22.9,25.4,20.9,83.4,90.3,78.5,95.3,0.0,0.0,0.0,0.0,0.0
2014-12-11,00093479041,20.4,21.8,18.2,99.1,99.3,99.1,99.1,1.0,0.0,0.0,1.5,1.5
2014-12-12,00093479041,17.6,19.1,16.4,98.8,99.1,96.3,98.0,0.5,0.0,2.0,0.0,0.0
2014-12-13,00093479041,16.5,17.5,15.6,86.3,87.6,76.8,77.3,0.0,0.0,0.0,0.0,0.0
2014-12-14,00093479041,18.2,20.8,16.1,73.5,74.6,66.5,73.7,0.0,0.0,0.0,0.0,0.0
2014-12-15,00093479041,20.1,22.6,18.2,75.9,80.6,80.9,98.3,2.5,0.0,0.0,0.0,4.5
2014-12-16,00093479041,17.4,20.6,14.1,99.3,96.7,86.8,84.2,0.5,0.5,0.0,0.0,0.0
2014-12-17,00093479041,13.6,14.7,13.0,72.2,71.6,72.6,69.7,0.0,0.0,0.0,0.0,0.0
2014-12-18,00093479041,16.1,18.7,14.3,69.0,68.1,66.1,70.8,0.0,0.0,0.0,0.0,0.0
2014-12-19,00093479041,17.7,19.8,15.1,68.4,98.7,98.0,99.2,8.5,0.0,4.0,6.0,26.5
2014-12-20,00093479041,17.4,18.0,16.9,99.3,99.3,88.6,79.4,3.5,17.0,2.5,0.0,0.0
2014-12-21,00093479041,17.3,19.5,15.5,73.0,73.1,70.4,76.5,0.0,0.0,0.0,0.0,0.0
2014-12-22,00093479041,14.9,16.3,13.5,82.7,77.0,59.3,69.8,0.0,0.0,0.0,0.0,0.0
2014-12-23,00093479041,17.8,20.8,15.2,75.0,71.9,69.2,80.6,0.0,0.0,0.0,0.0,0.0
2014-12-24,00093479041,20.9,24.2,18.4,88.7,90.4,83.1,97.6,0.0,0.0,0.0,0.0,0.0
2014-12-25,00093479041,18.9,20.2,16.5,91.6,84.5,75.5,84.5,0.0,0.0,0.0,0.0,0.0
2014-12-26,00093479041,17.4,18.9,15.4,97.5,97.2,87.6,82.7,0.5,0.5,0.5,0.0,0.5
2014-12-27,00093479041,18.2,21.3,16.8,83.1,83.2,88.0,98.1,8.0,0.0,0.0,0.5,14.0
2014-12-28,00093479041,17.3,18.5,16.2,99.2,99.0,99.2,99.3,6.0,8.5,2.0,8.0,4.0
2014-12-29,00093479041,16.2,17.8,14.0,97.7,87.8,71.5,67.5,0.0,0.0,0.0,0.0,0.0
2014-12-30,00093479041,16.0,19.4,13.5,73.6,72.0,58.3,76.5,0.0,0.0,0.0,0.0,0.0
2014-12-31,00093479041,17.7,21.2,15.0,70.9,79.9,61.4,72.8,0.0,0.0,0.0,0.0,0.0
2015-01-01,00093479041,14.4,16.6,13.6,71.2,73.3,72.8,72.5,0.0,0.0,0.0,0.0,0.0
2015-01-02,00093479041,14.7,16.0,13.4,68.1,70.5,69.8,67.9,0.0,0.0,0.0,0.0,0.0
2015-01-03,00093479041,16.7,19.9,14.1,68.8,70.7,63.1,71.1,0.0,0.0,0.0,0.0,0.0
2015-01-04,00093479041,18.8,22.3,15.8,74.2,78.4,64.1,73.9,0.0,0.0,0.0,0.0,0.0
2015-01-05,00093479041,20.4,23.1,18.1,75.8,83.0,73.1,87.8,0.0,0.0,0.0,0.0,0.0
2015-01-06,00093479041,20.9,23.1,19.0,92.6,98.9,97.6,99.0,1.5,0.0,0.0,0.0,2.5
2015-01-07,00093479041,17.2,19.1,16.0,97.9,98.4,98.7,95.8,0.5,0.0,0.5,0.0,0.0
2015-01-08,00093479041,15.4,16.3,14.8,95.9,76.8,68.9,68.2,0.0,0.0,0.0,0.0,0.0
2015-01-09,00093479041,15.8,16.9,14.9,67.9,73.0,69.6,77.1,0.0,0.0,0.0,0.0,0.0
2015-01-10,00093479041,16.8,19.4,15.3,73.0,76.0,61.4,73.3,0.0,0.0,0.0,0.0,0.0
2015-01-11,00093479041,17.3,20.2,15.1,69.4,72.9,64.1,67.5,0.0,0.0,0.0,0.0,0.0
2015-01-12,00093479041,18.0,20.6,16.7,68.9,66.1,65.1,69.9,0.0,0.0,0.0,0.0,0.0
2015-01-13,00093479041,19.8,22.0,17.5,66.0,79.2,76.2,81.5,0.0,0.0,0.0,0.0,0.0
2015-01-14,00093479041,19.4,21.5,17.4,86.2,95.2,99.2,92.8,4.5,0.0,6.0,5.0,0.0
2015-01-15,00093479041,17.5,20.1,16.3,86.9,83.7,64.3,68.9,0.0,0.0,0.0,0.0,0.0
2015-01-16,00093479041,17.6,20.0,16.2,73.6,73.9,73.2,71.7,0.0,0.0,0.0,0.0,0.0
2015-01-17,00093479041,16.1,17.1,15.5,70.2,67.8,67.7,69.6,0.0,0.0,0.0,0.0,0.0
2015-01-18,00093479041,16.8,20.7,14.7,70.2,84.0,72.7,97.6,0.5,0.0,0.0,0.0,0.5
2015-01-19,00093479041,16.3,17.2,15.3,98.4,84.2,81.1,83.0,0.5,0.0,0.0,0.5,0.0
2015-01-20,00093479041,17.7,20.6,15.4,83.1,82.6,72.5,93.5,0.5,0.0,0.0,0.0,0.5
2015-01-21,00093479041,18.4,19.4,17.5,99.2,99.3,99.2,97.0,10.0,13.5,14.0,3.0,0.0
2015-01-22,00093479041,16.2,17.8,13.6,81.0,58.9,63.7,67.9,0.0,0.0,0.0,0.0,0.0
2015-01-23,00093479041,14.5,18.1,12.3,61.0,69.8,54.0,63.5,0.0,0.0,0.0,0.0,0.0
2015-01-24,00093479041,16.5,20.8,12.9,72.1,75.3,62.4,74.0,0.0,0.0,0.0,0.0,0.0
2015-01-25,00093479041,19.8,23.1,16.8,75.1,73.3,65.7,75.5,0.0,0.0,0.0,0.0,0.0
2015-01-26,00093479041,21.2,24.0,19.5,97.2,91.5,79.1,92.3,0.0,0.0,0.0,0.0,0.0
2015-01-27,00093479041,18.0,20.1,16.4,97.8,98.7,99.4,99.4,6.5,0.0,9.0,13.5,15.0
2015-01-28,00093479041,17.0,18.0,15.4,,99.4,98.5,97.6,1.0,3.5,1.0,0.0,0.0
2015-01-29,00093479041,18.0,20.4,16.4,99.3,99.4,94.6,99.1,3.5,7.0,0.0,3.5,0.0
2015-01-30,00093479041,17.8,19.8,14.9,97.8,99.4,96.2,98.6,4.5,0.0,8.5,0.0,0.0
2015-01-31,00093479041,15.2,16.6,13.7,99.1,92.3,97.0,94.4,0.5,0.5,0.0,0.0,0.0
2015-02-01,00093479041,14.8,15.5,13.9,88.4,88.9,93.4,97.8,0.0,0.0,0.0,0.0,0.0
2015-02-02,00093479041,17.4,21.6,14.7,96.6,98.9,81.2,94.1,0.0,0.0,0.0,0.0,0.0
2015-02-03,00093479041,17.5,20.5,15.6,98.2,97.7,95.2,99.4,11.5,0.0,0.0,2.0,15.0
2015-02-04,00093479041,15.7,16.8,14.6,99.4,99.4,95.2,86.1,2.0,4.5,2.5,0.5,0.0
2015-02-05,00093479041,14.6,16.0,12.9,86.9,89.2,80.8,79.9,0.0,0.0,0.0,0.0,0.0
2015-02-06,00093479041,14.1,15.9,12.7,71.2,77.6,72.7,82.2,0.0,0.0,0.0,0.0,0.0
2015-02-07,00093479041,18.1,20.8,15.7,76.8,82.7,74.4,76.7,10.5,0.0,0.0,0.0,12.0
2015-02-08,00093479041,15.4,17.0,13.4,99.4,98.1,82.8,77.9,0.5,1.0,0.0,0.0,0.0
2015-02-09,00093479041,12.9,13.3,12.1,78.8,77.1,77.9,83.0,0.0,0.0,0.0,0.0,0.0
2015-02-10,00093479041,14.7,18.2,12.8,75.7,75.7,63.1,70.2,0.0,0.0,0.0,0.0,0.0
2015-02-11,00093479041,15.7,18.6,14.0,79.5,83.3,77.4,99.2,2.5,0.0,0.0,0.5,3.0
2015-02-12,00093479041,17.5,19.8,15.4,99.4,93.8,77.2,62.5,0.0,0.0,0.0,0.0,0.0
2015-02-13,00093479041,16.3,19.9,12.8,69.1,69.8,51.8,58.3,0.0,0.0,0.0,0.0,0.0
2015-02-14,00093479041,18.0,21.4,15.0,69.8,70.7,61.1,71.7,0.0,0.0,0.0,0.0,0.0
2015-02-15,00093479041,20.3,22.7,18.4,82.6,88.6,93.0,96.9,10.5,0.0,0.0,37.5,0.0
2015-02-16,00093479041,20.5,22.1,18.8,98.5,99.7,98.5,97.8,14.0,15.0,12.5,0.0,0.0
2015-02-17,00093479041,18.9,21.6,16.4,96.3,96.5,77.4,84.1,0.0,0.0,0.0,0.0,0.0
2015-02-18,00093479041,17.2,19.9,15.7,95.3,85.4,68.9,74.9,0.0,0.0,0.0,0.0,0.0
2015-02-19,00093479041,16.4,19.0,14.4,76.3,76.2,64.8,69.4,0.0,0.0,0.0,0.0,0.0
2015-02-20,00093479041,16.9,20.3,14.0,77.5,78.4,68.3,75.1,0.0,0.0,0.0,0.0,0.0
2015-02-21,00093479041,19.8,22.8,15.8,93.7,91.0,72.8,92.5,0.0,0.0,0.0,0.0,0.0
2015-02-22,00093479041,20.6,22.2,19.7,97.4,98.3,99.4,98.6,0.5,0.0,1.5,1.0,0.0
2015-02-23,00093479041,22.3,24.8,20.8,99.3,99.7,98.6,99.7,0.0,0.0,0.0,0.0,0.0
2015-02-24,00093479041,21.3,24.2,18.5,99.6,99.9,100.0,97.9,16.5,0.0,16.5,1.0,0.0
2015-02-25,00093479041,21.4,24.4,19.4,98.7,99.3,96.6,99.4,0.0,0.0,0.0,0.0,0.0
2015-02-26,00093479041,22.4,25.1,20.4,100.0,100.0,99.4,100.0,2.0,0.0,0.0,0.0,3.5
2015-02-27,00093479041,22.0,24.4,19.9,100.0,100.0,98.3,99.6,0.5,0.5,0.0,0.0,0.0
2015-02-28,00093479041,22.1,23.1,21.1,100.0,100.0,100.0,100.0,3.0,0.0,9.0,0.5,0.0
2015-03-01,00093479041,18.0,22.2,15.1,100.0,100.0,99.5,98.8,3.0,3.0,3.0,0.0,0.0
2015-03-02,00093479041,17.4,19.9,15.8,96.0,97.7,93.2,98.1,0.0,0.0,0.0,0.0,0.0
2015-03-03,00093479041,20.2,21.9,18.6,98.5,99.2,100.0,100.0,29.0,0.0,0.5,15.0,67.0
2015-03-04,00093479041,16.6,18.0,15.3,100.0,100.0,99.6,99.9,1.5,4.5,3.0,0.5,0.0
2015-03-05,00093479041,18.9,21.4,16.8,99.9,99.9,97.5,98.9,0.0,0.0,0.0,0.0,0.0
2015-03-06,00093479041,19.6,21.5,18.2,100.0,100.0,100.0,99.8,1.0,0.0,1.0,0.0,0.0
2015-03-07,00093479041,19.7,21.8,18.4,99.3,99.8,98.1,98.9,0.0,0.0,0.0,0.0,0.0
2015-03-08,00093479041,20.3,22.7,18.4,99.2,98.4,95.1,100.0,0.0,0.0,0.0,0.0,0.0
2015-03-09,00093479041,19.2,21.4,15.1,100.0,99.8,98.2,90.7,8.0,14.5,6.0,0.0,0.5
2015-03-10,00093479041,15.6,16.8,13.9,93.3,81.0,83.5,90.7,0.0,0.0,0.0,0.0,0.0
2015-03-11,00093479041,15.3,17.2,13.9,86.4,83.7,89.0,98.5,0.0,0.0,0.0,0.0,0.0
2015-03-12,00093479041,16.1,17.2,15.4,100.0,100.0,100.0,100.0,4.0,0.5,11.5,1.0,1.0
2015-03-13,00093479041,19.5,22.5,16.0,100.0,99.6,97.9,98.5,0.0,0.0,0.0,0.0,0.0
2015-03-14,00093479041,22.2,25.0,19.9,100.0,100.0,99.0,99.3,0.0,0.0,0.0,0.0,0.0
2015-03-15,00093479041,22.8,24.9,21.7,100.0,100.0,98.2,99.5,0.0,0.0,0.0,0.0,0.0
2015-03-16,00093479041,22.8,24.8,21.4,100.0,99.9,98.0,98.1,0.0,0.0,0.0,0.0,0.0
2015-03-17,00093479041,22.3,24.4,21.1,99.3,99.2,93.6,97.7,0.0,0.0,0.0,0.0,0.0
2015-03-18,00093479041,22.1,24.4,20.6,97.6,96.6,84.9,96.5,0.0,0.0,0.0,0.0,0.0
2015-03-19,00093479041,22.7,24.9,21.0,97.6,99.0,97.0,98.9,0.0,0.0,0.0,0.0,0.0
2015-03-20,00093479041,22.7,25.2,20.9,100.0,100.0,99.3,99.7,0.0,0.0,0.0,0.0,0.0
2015-03-21,00093479041,22.6,25.4,20.8,100.0,100.0,93.8,99.6,0.0,0.0,0.0,0.0,0.0
2015-03-22,00093479041,20.7,21.6,20.0,100.0,,98.0,91.4,0.5,0.5,0.0,0.0,0.0
2015-03-23,00093479041,19.9,22.6,15.9,84.4,78.3,67.4,74.6,0.5,0.0,0.0,0.0,1.0
2015-03-24,00093479041,18.5,20.9,16.0,100.0,99.1,78.2,92.3,0.5,1.0,0.0,0.0,0.0
2015-03-25,00093479041,19.0,20.6,17.8,77.6,77.8,70.0,77.9,0.0,0.0,0.0,0.0,0.0
2015-03-26,00093479041,20.4,22.9,18.9,79.6,82.7,82.8,99.2,0.0,0.0,0.0,0.0,0.0
2015-03-27,00093479041,20.7,22.6,18.8,93.8,98.3,99.0,,15.5,0.0,0.0,29.0,1.0
2015-03-28,00093479041,19.5,22.4,17.7,97.9,95.9,90.0,97.1,0.0,0.0,0.0,0.0,0.0
2015-03-29,00093479041,20.3,24.3,17.4,97.8,98.5,83.6,67.0,0.0,0.0,0.0,0.0,0.0
2015-03-30,00093479041,21.4,25.0,18.1,97.5,99.5,93.7,99.0,0.0,0.0,0.0,0.0,0.0
2015-03-31,00093479041,23.4,25.6,22.2,,,99.3,100.0,0.0,0.0,0.0,0.0,0.0
2015-04-01,00093479041,23.7,25.6,22.4,,,99.5,100.0,0.0,0.0,0.0,0.0,0.0
2015-04-02,00093479041,23.8,26.0,22.2,,,99.0,100.0,0.0,0.0,0.0,0.0,0.0
2015-04-03,00093479041,24.0,26.5,22.6,,,100.0,100.0,0.0,0.0,0.0,0.0,0.0
2015-04-04,00093479041,24.4,26.5,22.5,,,100.0,100.0,5.5,0.0,10.0,0.0,0.0
2015-04-05,00093479041,24.9,27.5,23.7,,,100.0,100.0,0.0,0.0,0.0,0.0,0.0
2015-04-06,00093479041,24.8,26.9,23.5,,,100.0,100.0,0.0,0.0,0.0,0.0,0.0
2015-04-07,00093479041,24.0,26.4,20.9,,,100.0,100.0,0.0,0.0,0.0,0.0,0.0
2015-04-08,00093479041,18.7,20.4,17.9,,,,100.0,0.0,0.0,0.0,0.0,0.0
2015-04-09,00093479041,21.5,24.9,18.6,,,96.4,97.8,0.5,0.0,0.5,0.0,0.0
2015-04-10,00093479041,21.9,26.4,19.3,98.9,100.0,91.2,100.0,0.0,0.0,0.0,0.0,0.0
2015-04-11,00093479041,19.9,21.0,19.2,,,100.0,100.0,4.5,0.0,0.0,4.5,17.5
2015-04-12,00093479041,21.1,23.8,19.7,,,,100.0,2.0,2.5,4.0,1.0,0.0
2015-04-13,00093479041,20.3,22.6,18.3,99.2,93.6,70.2,81.3,0.0,0.0,0.0,0.0,0.0
2015-04-14,00093479041,19.0,22.4,16.7,92.1,78.1,58.2,54.7,0.0,0.0,0.0,0.0,0.0
2015-04-15,00093479041,20.1,23.3,15.8,72.4,63.4,60.6,63.1,0.0,0.0,0.0,0.0,0.0
2015-04-16,00093479041,23.1,25.2,21.2,72.4,86.0,86.7,98.6,0.0,0.0,0.0,0.0,0.0
2015-04-17,00093479041,24.4,26.6,23.1,100.0,,100.0,100.0,1.0,1.0,0.0,0.0,0.0
2015-04-18,00093479041,24.7,26.7,23.7,,,99.6,100.0,0.0,0.0,0.0,0.0,0.0
2015-04-19,00093479041,24.5,25.9,23.7,,,,100.0,8.0,9.0,17.5,6.5,0.0
2015-04-20,00093479041,25.1,27.7,22.1,,,99.9,100.0,0.0,0.0,0.0,0.0,0.0
2015-04-21,00093479041,21.2,23.5,19.7,,,98.3,100.0,0.0,0.0,0.0,0.0,0.0
2015-04-22,00093479041,21.4,23.4,20.3,99.6,99.4,99.3,99.0,0.0,0.0,0.0,0.0,0.0
2015-04-23,00093479041,23.2,25.7,20.9,99.9,99.2,84.3,96.9,0.0,0.0,0.0,0.0,0.0
2015-04-24,00093479041,23.9,27.9,21.6,99.0,99.8,90.6,98.3,0.0,0.0,0.0,0.0,0.0
2015-04-25,00093479041,22.6,24.1,21.6,99.3,99.2,87.1,82.0,0.0,0.0,0.0,0.0,0.0
2015-04-26,00093479041,22.5,26.0,19.9,95.8,97.6,98.2,81.9,0.0,0.0,0.0,0.0,0.0
2015-04-27,00093479041,23.8,27.0,21.2,98.9,99.4,97.2,97.8,0.0,0.0,0.0,0.0,0.0
2015-04-28,00093479041,24.4,26.6,22.5,99.3,100.0,100.0,100.0,17.0,0.0,0.0,0.0,40.0
2015-04-29,00093479041,23.6,26.5,22.1,,,100.0,98.2,1.0,1.5,0.5,0.5,0.0
2015-04-30,00093479041,24.0,26.9,20.4,99.7,,95.0,88.3,0.0,0.0,0.0,0.0,0.0
2015-05-01,00093479041,23.1,26.5,19.6,100.0,,86.1,90.0,0.0,0.0,0.0,0.0,0.0
2015-05-02,00093479041,25.3,27.7,22.9,99.7,100.0,98.4,100.0,0.0,0.0,0.0,0.0,0.0
2015-05-03,00093479041,26.2,28.9,24.4,,,100.0,100.0,6.0,0.0,0.0,0.0,6.0
2015-05-04,00093479041,23.6,27.3,20.9,100.0,,95.1,97.9,0.0,0.0,0.0,0.0,0.0
2015-05-05,00093479041,22.4,25.3,20.7,99.0,98.5,83.4,98.3,0.0,0.0,0.0,0.0,0.0
2015-05-06,00093479041,25.1,27.8,22.4,98.8,99.9,98.3,100.0,0.0,0.0,0.0,0.0,0.0
2015-05-07,00093479041,25.6,28.7,23.3,100.0,,100.0,99.3,13.0,0.0,13.5,0.0,0.0
2015-05-08,00093479041,25.4,28.4,22.5,,,98.0,100.0,0.0,0.0,0.0,0.0,0.0
2015-05-09,00093479041,26.7,28.7,25.0,100.0,,100.0,100.0,0.0,0.0,0.0,0.0,0.0
2015-05-10,00093479041,26.8,30.0,23.7,100.0,,97.9,100.0,0.0,0.0,0.0,0.0,0.0
2015-05-11,00093479041,26.3,27.6,24.7,100.0,,100.0,100.0,44.5,0.0,0.0,0.0,82.5
2015-05-12,00093479041,23.7,26.0,21.8,,100.0,99.6,99.4,15.5,16.5,9.0,0.0,0.0
2015-05-13,00093479041,25.5,28.4,22.3,97.7,99.8,100.0,100.0,0.0,0.0,0.0,0.0,0.0
2015-05-14,00093479041,26.8,29.1,25.3,,,100.0,99.9,0.0,0.0,0.0,0.0,0.0
2015-05-15,00093479041,26.7,29.1,25.3,,,98.0,99.0,0.0,0.0,0.0,0.0,0.0
2015-05-16,00093479041,26.8,30.3,24.8,100.0,98.8,97.5,99.3,0.0,0.0,0.0,0.0,0.0
2015-05-17,00093479041,26.7,29.0,24.7,100.0,,98.2,99.6,0.0,0.0,0.0,0.0,0.0
2015-05-18,00093479041,27.1,29.2,25.6,100.0,,98.4,98.6,0.0,0.0,0.0,0.0,0.0
2015-05-19,00093479041,27.3,29.4,25.8,100.0,,99.0,100.0,0.0,0.0,0.0,0.0,0.0
2015-05-20,00093479041,27.0,29.7,25.2,100.0,100.0,99.6,100.0,0.0,0.0,0.0,0.0,0.0
2015-05-21,00093479041,23.1,25.2,21.1,,,100.0,,0.5,0.0,0.0,1.0,0.5
2015-05-22,00093479041,24.5,25.8,22.7,100.0,,,,20.0,1.5,23.0,47.5,2.0
2015-05-23,00093479041,25.7,26.5,24.3,,,,100.0,12.5,5.0,6.0,37.0,0.0
2015-05-24,00093479041,25.7,28.1,24.3,,,100.0,100.0,17.0,6.0,0.0,2.5,28.5
2015-05-25,00093479041,25.1,26.5,24.2,,,100.0,100.0,2.5,0.0,0.0,2.5,1.0
2015-05-26,00093479041,26.3,29.3,24.6,,,99.5,100.0,0.5,0.5,0.0,0.0,0.0
2015-05-27,00093479041,26.7,28.9,24.8,,,100.0,100.0,0.0,0.0,0.0,0.0,0.0
2015-05-28,00093479041,27.7,31.0,25.8,100.0,,98.8,100.0,0.0,0.0,0.0,0.0,0.0
2015-05-29,00093479041,28.1,32.1,25.9,100.0,,100.0,100.0,0.0,0.0,0.0,0.0,0.0
2015-05-30,00093479041,28.0,30.5,26.4,100.0,,100.0,,0.0,0.0,0.0,0.0,0.0
2015-05-31,00093479041,28.6,31.8,26.6,100.0,100.0,99.7,99.8,0.0,0.0,0.0,0.0,0.0
2014-06-01,00094421171,21.5,27.4,18.2,99.9,99.9,67.9,98.7,0.0,0.0,0.0,0.0,0.0
2014-06-02,00094421171,18.1,19.8,15.7,99.9,99.9,99.9,99.9,3.5,0.0,0.0,11.0,0.0
2014-06-03,00094421171,18.9,20.6,16.4,98.6,99.9,99.9,99.0,2.0,0.0,2.5,2.5,0.0
2014-06-04,00094421171,20.2,25.0,18.4,99.8,99.9,99.9,98.2,1.5,0.0,2.0,0.0,0.0
2014-06-05,00094421171,20.3,24.3,18.3,99.9,99.2,96.1,97.4,0.0,0.0,0.0,0.0,0.0
2014-06-06,00094421171,19.8,23.5,18.0,99.9,99.9,85.5,97.8,0.0,0.0,0.0,0.0,0.0
2014-06-07,00094421171,21.1,26.0,17.4,99.9,99.9,84.6,97.7,0.0,0.0,0.0,0.0,0.0
2014-06-08,00094421171,21.3,25.6,19.1,99.9,99.9,97.3,96.7,0.0,0.0,0.0,0.0,0.0
2014-06-09,00094421171,22.6,27.3,19.8,99.6,99.9,82.0,97.6,0.0,0.0,0.0,0.0,0.0
2014-06-10,00094421171,20.9,23.8,18.6,98.4,99.9,97.9,99.9,2.0,0.0,0.0,4.5,2.5
2014-06-11,00094421171,21.5,27.2,18.7,99.9,99.9,90.3,96.7,0.0,0.0,0.0,0.0,0.0
2014-06-12,00094421171,20.0,24.4,17.4,99.9,99.9,80.8,98.4,0.0,0.0,0.0,0.0,0.0
2014-06-13,00094421171,19.4,23.6,16.2,99.9,99.8,79.0,97.8,0.0,0.0,0.0,0.0,0.0
2014-06-14,00094421171,20.0,23.1,18.6,99.9,99.9,93.0,99.2,0.0,0.0,0.0,0.0,0.0
2014-06-15,00094421171,19.6,21.0,18.5,99.9,99.9,98.7,99.9,0.0,0.0,0.0,0.0,0.0
2014-06-16,00094421171,20.0,23.2,18.9,99.9,99.9,99.9,96.5,0.0,0.0,0.0,0.0,0.0
2014-06-17,00094421171,16.5,19.2,14.5,94.0,99.9,99.9,99.9,11.0,0.5,10.0,29.0,2.5
2014-06-18,00094421171,18.0,19.3,17.0,99.9,99.9,99.9,99.9,6.0,16.0,4.5,2.0,0.0
2014-06-19,00094421171,20.0,24.0,17.4,99.9,99.9,98.5,98.6,2.5,2.5,2.0,0.0,0.0
2014-06-20,00094421171,21.6,24.4,19.8,99.1,99.9,82.9,98.9,1.5,0.0,0.0,0.0,3.0
2014-06-21,00094421171,19.4,20.5,17.7,99.9,99.9,99.9,99.9,10.0,7.5,3.5,21.0,12.5
2014-06-22,00094421171,20.0,21.3,19.1,99.9,99.9,99.9,99.9,4.5,9.0,8.0,0.5,0.0
2014-06-23,00094421171,20.2,23.1,18.5,99.9,99.9,96.8,99.9,0.0,0.0,0.0,0.0,0.0
2014-06-24,00094421171,20.4,24.6,18.2,99.9,99.9,88.4,99.3,0.0,0.0,0.0,0.0,0.0
2014-06-25,00094421171,20.7,23.8,18.2,99.9,99.9,87.2,97.5,0.0,0.0,0.0,0.0,0.0
2014-06-26,00094421171,19.9,21.1,18.8,97.7,99.3,99.7,99.9,1.0,0.0,0.0,1.0,2.0
2014-06-27,00094421171,19.5,20.6,18.5,99.9,99.9,99.9,99.9,9.0,9.0,25.5,1.5,0.5
2014-06-28,00094421171,21.2,23.7,19.9,99.9,99.9,96.8,99.0,0.0,0.0,0.0,0.0,0.0
2014-06-29,00094421171,21.8,25.9,19.3,99.9,99.9,86.5,99.1,0.0,0.0,0.0,0.0,0.0
2014-06-30,00094421171,21.2,23.1,20.1,99.2,99.9,99.9,99.7,0.0,0.0,0.0,0.0,0.0
2014-07-01,00094421171,22.0,26.2,19.8,99.9,99.9,97.7,98.2,0.0,0.0,0.0,0.0,0.0
2014-07-02,00094421171,19.5,21.2,18.0,92.8,99.9,99.9,99.9,18.0,0.0,2.0,33.5,28.0
2014-07-03,00094421171,21.5,23.6,19.1,99.9,99.9,99.9,99.9,29.0,32.5,38.0,7.0,0.0
2014-07-04,00094421171,21.4,24.8,19.6,99.9,99.9,98.8,99.5,0.5,1.0,0.0,0.0,0.0
2014-07-05,00094421171,21.9,24.0,20.2,99.9,98.7,96.4,96.4,0.0,0.0,0.0,0.0,0.0
2014-07-06,00094421171,20.7,23.2,19.4,96.4,99.9,99.9,99.9,65.5,0.0,16.0,38.0,94.0
2014-07-07,00094421171,23.9,26.0,22.0,99.9,99.9,100.0,100.0,4.5,6.5,0.0,0.0,1.0
2014-07-08,00094421171,26.3,29.6,23.9,100.0,100.0,91.7,87.6,0.0,0.0,0.0,0.0,0.0
2014-07-09,00094421171,23.5,25.1,21.9,98.2,99.9,99.9,98.2,2.0,1.5,4.5,2.5,5.0
2014-07-10,00094421171,22.1,23.5,21.3,99.9,99.9,99.9,100.0,2.0,6.0,2.0,0.0,0.0
2014-07-11,00094421171,22.7,27.4,20.5,99.9,99.9,85.4,87.9,0.5,0.5,0.0,0.0,0.0
2014-07-12,00094421171,22.8,25.3,21.6,99.9,99.9,72.7,99.9,0.0,0.0,0.0,0.0,0.0
